Rank,Country/Territory,Continent,Area (km²),Density (per km²),Growth Rate,Year,Population
44.0,Peru,South America,1285216,26.4933,1.0099,2010,29229572
13.0,Philippines,Asia,342353,337.5434,1.0147,2010,94636700
37.0,Poland,Europe,312679,127.4698,1.0404,2010,38597353
92.0,Portugal,Europe,92090,111.5307,0.9981,2010,10588401
136.0,Puerto Rico,North America,8870,366.675,0.9989,2010,3717922
143.0,Qatar,Asia,11586,232.6189,1.0026,2010,1713504
114.0,Congo,Africa,342000,17.4574,1.0231,2010,4437884
161.0,Reunion,Africa,2511,387.914,1.0082,2010,890130
64.0,Romania,Europe,238391,82.4665,1.0171,2010,20335211
9.0,Russia,Europe,17098242,8.4636,0.9973,2010,143242599
76.0,Rwanda,Africa,26338,523.0731,1.0234,2010,10309031
228.0,Saint Barthelemy,North America,21,522.2381,1.0098,2010,8988
211.0,Saint Kitts and Nevis,North America,261,182.5939,1.0011,2010,47403
190.0,Saint Lucia,North America,616,291.9756,1.0011,2010,170935
220.0,Saint Martin,North America,53,599.8302,0.9951,2010,36458
229.0,Saint Pierre and Miquelon,North America,242,24.2231,0.9964,2010,6052
199.0,Saint Vincent and the Grenadines,North America,389,267.2185,0.9963,2010,109308
188.0,Samoa,Oceania,2842,78.2484,1.0165,2010,194672
218.0,San Marino,Europe,61,551.8033,0.9975,2010,31608
187.0,Sao Tome and Principe,Africa,964,235.8714,1.0192,2010,182138
41.0,Saudi Arabia,Asia,2149690,16.9368,1.0128,2010,29411929
72.0,Senegal,Africa,196722,88.025,1.0261,2010,12530121
105.0,Serbia,Europe,88361,81.7257,0.9897,2010,7653748
196.0,Seychelles,Africa,452,236.9867,1.0061,2010,92409
102.0,Sierra Leone,Africa,71740,119.957,1.022,2010,6436698
113.0,Singapore,Asia,710,8416.4634,1.0058,2010,5163590
214.0,Sint Maarten,North America,34,1299.2647,1.003,2010,33034
116.0,Slovakia,Europe,49037,115.0856,1.0359,2010,5396424
148.0,Slovenia,Europe,20273,104.5649,1.0002,2010,2057286
166.0,Solomon Is.,Oceania,28896,25.0648,1.0232,2010,540394
70.0,Somalia,Africa,637657,27.5971,1.0312,2010,12026649
24.0,South Africa,Africa,1221037,49.0517,1.0084,2010,51784921
29.0,Dem. Rep. Korea,Asia,100210,517.0722,0.9997,2010,48813042
86.0,S. Sudan,Africa,619745,17.6091,1.0153,2010,9714419
30.0,Spain,Europe,505992,93.9909,1.0015,2010,46572772
61.0,Sri Lanka,Asia,65610,332.7563,1.0027,2010,20668557
32.0,Sudan,Africa,1886068,24.8529,1.0267,2010,33739933
170.0,Suriname,South America,163820,3.7727,1.0082,2010,546080
87.0,Sweden,Europe,450295,23.4276,1.0079,2010,9381729
101.0,Switzerland,Europe,41284,211.7157,1.0056,2010,7822435
60.0,Syria,Asia,185180,119.4797,1.0376,2010,22337563
57.0,Taiwan,Asia,36193,660.1662,1.0014,2010,23083083
95.0,Tajikistan,Asia,143100,69.5513,1.0208,2010,7621779
22.0,Tanzania,Africa,945087,69.3034,1.03,2010,45110527
20.0,Thailand,Asia,513120,139.7276,1.0013,2010,68270489
155.0,Timor-Leste,Asia,14874,90.1772,1.0154,2010,1088486
100.0,Togo,Africa,56785,155.8281,1.0236,2010,6571855
233.0,Tokelau,Oceania,12,155.9167,1.0119,2010,1367
197.0,Tonga,Oceania,747,143.0495,1.0079,2010,107383
153.0,Trinidad and Tobago,North America,5130,298.4491,1.0035,2010,1410296
79.0,Tunisia,Africa,163610,75.5218,1.0076,2010,10895063
18.0,Turkey,Asia,783562,108.9145,1.0067,2010,73195345
111.0,Turkmenistan,Asia,488100,13.1751,1.014,2010,5267970
212.0,Turks and Caicos Islands,North America,948,48.2099,1.0131,2010,29726
227.0,Tuvalu,Oceania,26,435.0769,1.0096,2010,10550
31.0,Uganda,Africa,241550,195.61,1.0304,2010,32341728
38.0,Ukraine,Europe,603500,65.7858,0.912,2010,45683020
97.0,United Arab Emirates,Asia,83600,112.9322,1.0081,2010,8481771
21.0,United Kingdom,Europe,242900,277.9289,1.0034,2010,62760039
3.0,United States,North America,9372610,36.0935,1.0038,2010,311182845
200.0,United States Virgin Islands,North America,347,286.6427,0.9937,2010,106142
133.0,Uruguay,South America,181034,18.9069,0.999,2010,3352651
43.0,Uzbekistan,Asia,447400,77.3975,1.016,2010,28614227
181.0,Vanuatu,Oceania,12189,26.8061,1.0238,2010,245453
234.0,Vatican City,Europe,1,510.0,0.998,2010,596
51.0,Venezuela,South America,916445,30.882,1.0036,2010,28715022
16.0,Vietnam,Asia,331212,296.4472,1.0074,2010,87411012
226.0,Wallis and Futuna,Oceania,142,81.493,0.9953,2010,13142
172.0,W. Sahara,Africa,266000,2.1654,1.0184,2010,413296
46.0,Yemen,Asia,527968,63.8232,1.0217,2010,24743946
63.0,Zambia,Africa,752612,26.5976,1.028,2010,13792086
74.0,Zimbabwe,Africa,390757,41.7665,1.0204,2010,12839771
,Fr. S. Antarctic Lands,Africa,390757,41.7665,1.0204,2010,12839771
,Antarctica,Africa,1400,1450.0,0.8,2010,800
36.0,Afghanistan,Asia,652230,63.0587,1.0257,2000,19542982
138.0,Albania,Europe,28748,98.8702,0.9957,2000,3182021
34.0,Algeria,Africa,2381741,18.8531,1.0164,2000,30774621
213.0,American Samoa,Oceania,199,222.4774,0.9831,2000,58230
203.0,Andorra,Europe,468,170.5641,1.01,2000,66097
42.0,Angola,Africa,1246700,28.5466,1.0315,2000,16394062
224.0,Anguilla,North America,91,174.2527,1.0066,2000,11047
201.0,Antigua and Barbuda,North America,442,212.1335,1.0058,2000,75055
33.0,Argentina,South America,2780400,16.3683,1.0052,2000,37070774
140.0,Armenia,Asia,29743,93.4831,0.9962,2000,3168523
198.0,Aruba,North America,180,591.3611,0.9991,2000,89101
55.0,Australia,Oceania,7692024,3.4032,1.0099,2000,19017963
99.0,Austria,Europe,83871,106.5877,1.002,2000,8010428
91.0,Azerbaijan,Asia,86600,119.6082,1.0044,2000,8190337
176.0,Bahamas,North America,13943,29.4043,1.0051,2000,325014
154.0,Bahrain,Asia,765,1924.4876,1.0061,2000,711442
8.0,Bangladesh,Asia,147570,1160.035,1.0108,2000,129193327
186.0,Barbados,North America,430,654.9651,1.0015,2000,264657
96.0,Belarus,Europe,207600,45.9295,0.9955,2000,10256483
81.0,Belgium,Europe,30528,381.8111,1.0038,2000,10264343
177.0,Belize,North America,22966,17.6466,1.0131,2000,240406
77.0,Benin,Africa,112622,118.5635,1.0274,2000,6998023
206.0,Bermuda,North America,54,1188.5926,1.0,2000,61371
165.0,Bhutan,Asia,38394,20.3796,1.0064,2000,587207
80.0,Bolivia,South America,1098581,11.1272,1.012,2000,8592656
137.0,Bosnia and Herz.,Europe,51209,63.1437,0.9886,2000,4179350
144.0,Botswana,Africa,582000,4.5194,1.0162,2000,1726985
7.0,Brazil,South America,8515767,25.2841,1.0046,2000,175873720
221.0,British Virgin Islands,North America,151,207.3179,1.0059,2000,20104
175.0,Brunei,Asia,5765,77.8841,1.0081,2000,333926
108.0,Bulgaria,Europe,110879,61.1654,0.9849,2000,8097691
58.0,Burkina Faso,Africa,272967,83.0641,1.0259,2000,11882888
78.0,Burundi,Africa,27834,463.0874,1.027,2000,6307659
73.0,Cambodia,Asia,181035,92.6221,1.0108,2000,12118841
53.0,Cameroon,Africa,475442,58.7128,1.0263,2000,15091594
39.0,Canada,North America,9984670,3.8513,1.0078,2000,30683313
171.0,Cape Verde,Africa,4033,147.0739,1.0089,2000,458251
205.0,Cayman Islands,North America,264,260.25,1.0084,2000,39658
117.0,Central African Rep.,Africa,622984,8.9555,1.0224,2000,3759170
69.0,Chad,Africa,1284000,13.8032,1.0316,2000,8259137
65.0,Chile,South America,756102,25.9274,1.0057,2000,15351799
1.0,China,Asia,9706961,146.8933,1.0,2000,1264099069
28.0,Colombia,South America,1141748,45.4339,1.0069,2000,39215135
163.0,Comoros,Africa,1862,449.3953,1.0184,2000,536758
223.0,Cook Islands,Oceania,236,72.0805,1.0005,2000,15897
124.0,Costa Rica,North America,51100,101.3861,1.0052,2000,3979193
130.0,Croatia,Europe,56594,71.2153,0.9927,2000,4548434
85.0,Cuba,North America,109884,102.0366,0.9961,2000,11105791
189.0,Curacao,North America,444,430.5473,1.0043,2000,141424
158.0,N. Cyprus,Europe,9251,135.2814,1.0059,2000,948237
,Cyprus,Europe,9251,135.2814,1.0059,2000,948237
88.0,Czech Rep.,Europe,78865,133.0627,0.9984,2000,10234710
115.0,Denmark,Europe,43094,136.4984,1.0048,2000,5340655
160.0,Djibouti,Africa,23200,48.3125,1.0138,2000,742033
204.0,Dominica,North America,751,96.8535,1.0045,2000,68346
84.0,Dominican Rep.,North America,48671,230.7087,1.01,2000,8540791
15.0,Dem. Rep. Congo,Africa,2344858,42.2244,1.0325,2000,48616317
67.0,Ecuador,South America,276841,65.0229,1.0114,2000,12626507
14.0,Egypt,Africa,1002450,110.7188,1.0158,2000,71371371
112.0,El Salvador,North America,21041,301.145,1.0035,2000,5958482
152.0,Eq. Guinea,Africa,28051,59.7094,1.0247,2000,684977
132.0,Eritrea,Africa,117600,31.3268,1.0176,2000,2392880
156.0,Estonia,Europe,45227,29.3201,0.998,2000,1396877
159.0,Swaziland,Africa,17364,69.2047,1.0079,2000,1030496
12.0,Ethiopia,Africa,1104300,111.7268,1.0257,2000,67031867
231.0,Falkland Is.,South America,12173,0.3105,1.0043,2000,3080
209.0,Faroe Islands,Europe,1393,38.112,1.0038,2000,45660
162.0,Fiji,Oceania,18272,50.8847,1.0056,2000,832509
118.0,Finland,Europe,338424,16.3722,1.0009,2000,5176209
23.0,France,Europe,551695,117.1419,1.0015,2000,58665453
184.0,French Guiana,South America,83534,3.6459,1.0239,2000,164351
183.0,French Polynesia,Oceania,4167,73.5011,1.0074,2000,250927
146.0,Gabon,Africa,267668,8.9252,1.0204,2000,1272935
142.0,Gambia,Africa,10689,253.1567,1.025,2000,1437539
131.0,Georgia,Asia,69700,53.7214,0.9964,2000,4265172
19.0,Germany,Europe,357114,233.4544,0.9995,2000,81551677
47.0,Ghana,Africa,238533,140.3406,1.0196,2000,19665502
219.0,Gibraltar,Europe,6,5441.5,0.9994,2000,27741
90.0,Greece,Europe,131990,78.68,0.9942,2000,11038109
208.0,Greenland,North America,2166086,0.0261,1.004,2000,56184
193.0,Grenada,North America,344,364.6453,1.0066,2000,107432
178.0,Guadeloupe,North America,1628,243.0909,0.9992,2000,424067
191.0,Guam,Oceania,549,312.8852,1.0073,2000,160188
68.0,Guatemala,North America,108889,163.8725,1.0134,2000,11735894
207.0,Guernsey,Europe,78,811.5513,1.0037,2000,59114
75.0,Guinea,Africa,245857,56.3716,1.0242,2000,8336967
149.0,Guinea-Bissau,Africa,36125,58.2856,1.0218,2000,1230849
164.0,Guyana,South America,214969,3.7621,1.0052,2000,759051
82.0,Haiti,North America,27750,417.4773,1.012,2000,8360225
89.0,Honduras,North America,112492,92.7431,1.015,2000,6656725
104.0,Hong Kong,Asia,1104,6783.3922,0.9992,2000,6731195
94.0,Hungary,Europe,93028,107.1431,1.0265,2000,10202055
179.0,Iceland,Europe,103000,3.6204,1.0069,2000,281462
2.0,India,Asia,3287590,431.0675,1.0068,2000,1059633675
4.0,Indonesia,Asia,1904569,144.6529,1.0064,2000,214072421
17.0,Iran,Asia,1648195,53.7258,1.0071,2000,65544383
35.0,Iraq,Asia,438317,101.5158,1.0221,2000,24628858
125.0,Ireland,Europe,70273,71.4799,1.0073,2000,3768950
202.0,Isle of Man,Europe,572,147.7605,1.003,2000,75562
98.0,Israel,Asia,20770,435.1617,1.0155,2000,6116958
25.0,Italy,Europe,301336,195.9191,0.9966,2000,56966397
52.0,Côte d'Ivoire,Africa,322463,87.3295,1.0248,2000,16799670
139.0,Jamaica,North America,10991,257.2447,0.9999,2000,2612205
11.0,Japan,Asia,377930,327.9753,0.9947,2000,126803861
195.0,Jersey,Europe,116,954.9828,1.0106,2000,86192
83.0,Jordan,Asia,89342,126.3221,1.0123,2000,5056174
66.0,Kazakhstan,Asia,2724900,7.1188,1.0105,2000,15236253
27.0,Kenya,Africa,580367,93.0919,1.0193,2000,30851606
192.0,Kiribati,Oceania,811,161.815,1.0183,2000,88826
129.0,Kuwait,Asia,17818,239.5821,1.0044,2000,1934901
110.0,Kyrgyzstan,Asia,199951,33.1612,1.0158,2000,4935182
103.0,Lao PDR,Asia,236800,31.7968,1.0141,2000,5430853
151.0,Latvia,Europe,64559,28.666,0.9876,2000,2392530
119.0,Lebanon,Asia,10452,525.2334,0.9816,2000,4320642
147.0,Lesotho,Africa,30355,75.962,1.0107,2000,1998630
121.0,Liberia,Africa,111369,47.6136,1.021,2000,2895224
107.0,Libya,Africa,1759540,3.8717,1.0114,2000,5154790
216.0,Liechtenstein,Europe,160,245.7937,1.0074,2000,33026
141.0,Lithuania,Europe,65300,42.1142,0.9869,2000,3599637
168.0,Luxembourg,Europe,2586,250.425,1.0129,2000,435628
167.0,Macau,Asia,30,23172.2667,1.0125,2000,431896
50.0,Madagascar,Africa,587041,50.4423,1.0241,2000,16216431
62.0,Malawi,Africa,118484,172.22,1.0259,2000,11229387
45.0,Malaysia,Asia,330803,102.5934,1.0109,2000,22945150
174.0,Maldives,Asia,300,1745.9567,1.0045,2000,282507
59.0,Mali,Africa,1240192,18.2178,1.0314,2000,11239101
173.0,Malta,Europe,316,1687.6139,1.0124,2000,399212
215.0,Marshall Islands,Oceania,181,229.663,0.9886,2000,54224
180.0,Martinique,North America,1128,325.8041,0.9965,2000,432543
126.0,Mauritania,Africa,1030700,4.5951,1.0263,2000,2695003
157.0,Mauritius,Africa,2040,636.9946,1.0004,2000,1215930
182.0,Mayotte,Africa,374,871.9278,1.0319,2000,159215
10.0,Mexico,North America,1964375,64.9082,1.0063,2000,97873442
194.0,Micronesia,Oceania,702,162.6268,1.0091,2000,111709
135.0,Moldova,Europe,33846,96.7026,1.0691,2000,4251573
217.0,Monaco,Europe,2,18234.5,0.9941,2000,32465
134.0,Mongolia,Asia,1564110,2.1727,1.0151,2000,2450979
169.0,Montenegro,Europe,13812,45.4012,0.9988,2000,633324
230.0,Montserrat,North America,102,43.0392,0.9939,2000,5138
40.0,Morocco,Africa,446550,83.883,1.0103,2000,28554415
48.0,Mozambique,Africa,801590,41.1302,1.0278,2000,17768505
26.0,Myanmar,Asia,676578,80.0784,1.0071,2000,45538332
145.0,Namibia,Africa,825615,3.1092,1.0146,2000,1819141
225.0,Nauru,Oceania,21,603.2381,1.0125,2000,10377
49.0,Nepal,Asia,147181,207.5511,1.0171,2000,24559500
71.0,Netherlands,Europe,41850,419.6897,1.0036,2000,15899135
185.0,New Caledonia,Oceania,18575,15.6097,1.0075,2000,221537
123.0,New Zealand,Oceania,270467,19.1716,1.0108,2000,3855266
106.0,Nicaragua,North America,130373,53.2962,1.0143,2000,5123222
54.0,Niger,Africa,1267000,20.6851,1.0378,2000,11622665
6.0,Nigeria,Africa,923768,236.5759,1.0241,2000,122851984
232.0,Niue,Oceania,260,7.4385,0.9985,2000,2074
56.0,Korea,Asia,120538,216.2755,1.0038,2000,23367059
150.0,Macedonia,Europe,25713,81.4218,0.9954,2000,2037936
210.0,Northern Mariana Islands,Oceania,464,106.7909,1.0014,2000,80338
120.0,Norway,Europe,323802,16.7828,1.0058,2000,4491202
127.0,Oman,Asia,309500,14.7861,1.0123,2000,2344253
5.0,Pakistan,Asia,881912,267.4018,1.0191,2000,154369924
222.0,Palau,Oceania,459,39.3355,1.0017,2000,19726
122.0,Palestine,Asia,6220,844.063,1.0227,2000,3139954
128.0,Panama,North America,75417,58.4561,1.0132,2000,3001731
93.0,Papua New Guinea,Oceania,462840,21.9139,1.0194,2000,5508297
109.0,Paraguay,South America,406752,16.6705,1.0115,2000,5123819
44.0,Peru,South America,1285216,26.4933,1.0099,2000,26654439
13.0,Philippines,Asia,342353,337.5434,1.0147,2000,77958223
37.0,Poland,Europe,312679,127.4698,1.0404,2000,38504431
92.0,Portugal,Europe,92090,111.5307,0.9981,2000,10300626
136.0,Puerto Rico,North America,8870,366.675,0.9989,2000,3827108
143.0,Qatar,Asia,11586,232.6189,1.0026,2000,645937
114.0,Congo,Africa,342000,17.4574,1.0231,2000,3134030
161.0,Reunion,Africa,2511,387.914,1.0082,2000,785424
64.0,Romania,Europe,238391,82.4665,1.0171,2000,21919876
9.0,Russia,Europe,17098242,8.4636,0.9973,2000,146844839
76.0,Rwanda,Africa,26338,523.0731,1.0234,2000,8109989
228.0,Saint Barthelemy,North America,21,522.2381,1.0098,2000,7082
211.0,Saint Kitts and Nevis,North America,261,182.5939,1.0011,2000,45461
190.0,Saint Lucia,North America,616,291.9756,1.0011,2000,159500
220.0,Saint Martin,North America,53,599.8302,0.9951,2000,29610
229.0,Saint Pierre and Miquelon,North America,242,24.2231,0.9964,2000,6274
199.0,Saint Vincent and the Grenadines,North America,389,267.2185,0.9963,2000,113813
188.0,Samoa,Oceania,2842,78.2484,1.0165,2000,184008
218.0,San Marino,Europe,61,551.8033,0.9975,2000,26823
187.0,Sao Tome and Principe,Africa,964,235.8714,1.0192,2000,143714
41.0,Saudi Arabia,Asia,2149690,16.9368,1.0128,2000,21547390
72.0,Senegal,Africa,196722,88.025,1.0261,2000,9704287
105.0,Serbia,Europe,88361,81.7257,0.9897,2000,7935022
196.0,Seychelles,Africa,452,236.9867,1.0061,2000,80060
102.0,Sierra Leone,Africa,71740,119.957,1.022,2000,4584067
113.0,Singapore,Asia,710,8416.4634,1.0058,2000,4053602
214.0,Sint Maarten,North America,34,1299.2647,1.003,2000,30489
116.0,Slovakia,Europe,49037,115.0856,1.0359,2000,5376690
148.0,Slovenia,Europe,20273,104.5649,1.0002,2000,1984339
166.0,Solomon Is.,Oceania,28896,25.0648,1.0232,2000,429978
70.0,Somalia,Africa,637657,27.5971,1.0312,2000,8721465
24.0,South Africa,Africa,1221037,49.0517,1.0084,2000,46813266
29.0,Dem. Rep. Korea,Asia,100210,517.0722,0.9997,2000,46788591
86.0,S. Sudan,Africa,619745,17.6091,1.0153,2000,6114440
30.0,Spain,Europe,505992,93.9909,1.0015,2000,40741651
61.0,Sri Lanka,Asia,65610,332.7563,1.0027,2000,18776371
32.0,Sudan,Africa,1886068,24.8529,1.0267,2000,26298773
170.0,Suriname,South America,163820,3.7727,1.0082,2000,478998
87.0,Sweden,Europe,450295,23.4276,1.0079,2000,8871043
101.0,Switzerland,Europe,41284,211.7157,1.0056,2000,7182059
60.0,Syria,Asia,185180,119.4797,1.0376,2000,16307654
57.0,Taiwan,Asia,36193,660.1662,1.0014,2000,22194731
95.0,Tajikistan,Asia,143100,69.5513,1.0208,2000,6272998
22.0,Tanzania,Africa,945087,69.3034,1.03,2000,34463704
20.0,Thailand,Asia,513120,139.7276,1.0013,2000,63066603
155.0,Timor-Leste,Asia,14874,90.1772,1.0154,2000,878360
100.0,Togo,Africa,56785,155.8281,1.0236,2000,5008035
233.0,Tokelau,Oceania,12,155.9167,1.0119,2000,1666
197.0,Tonga,Oceania,747,143.0495,1.0079,2000,102603
153.0,Trinidad and Tobago,North America,5130,298.4491,1.0035,2000,1332203
79.0,Tunisia,Africa,163610,75.5218,1.0076,2000,9893316
18.0,Turkey,Asia,783562,108.9145,1.0067,2000,64113547
111.0,Turkmenistan,Asia,488100,13.1751,1.014,2000,4569132
212.0,Turks and Caicos Islands,North America,948,48.2099,1.0131,2000,18744
227.0,Tuvalu,Oceania,26,435.0769,1.0096,2000,9638
31.0,Uganda,Africa,241550,195.61,1.0304,2000,24020697
38.0,Ukraine,Europe,603500,65.7858,0.912,2000,48879755
97.0,United Arab Emirates,Asia,83600,112.9322,1.0081,2000,3275333
21.0,United Kingdom,Europe,242900,277.9289,1.0034,2000,58850043
3.0,United States,North America,9372610,36.0935,1.0038,2000,282398554
200.0,United States Virgin Islands,North America,347,286.6427,0.9937,2000,108185
133.0,Uruguay,South America,181034,18.9069,0.999,2000,3292224
43.0,Uzbekistan,Asia,447400,77.3975,1.016,2000,24925554
181.0,Vanuatu,Oceania,12189,26.8061,1.0238,2000,192074
234.0,Vatican City,Europe,1,510.0,0.998,2000,651
51.0,Venezuela,South America,916445,30.882,1.0036,2000,24427729
16.0,Vietnam,Asia,331212,296.4472,1.0074,2000,79001142
226.0,Wallis and Futuna,Oceania,142,81.493,0.9953,2000,14723
172.0,W. Sahara,Africa,266000,2.1654,1.0184,2000,270375
46.0,Yemen,Asia,527968,63.8232,1.0217,2000,18628700
63.0,Zambia,Africa,752612,26.5976,1.028,2000,9891136
74.0,Zimbabwe,Africa,390757,41.7665,1.0204,2000,11834676
,Fr. S. Antarctic Lands,Africa,390757,41.7665,1.0204,2000,11834676
,Antarctica,Africa,1400,1450.0,0.8,2000,900
36.0,Afghanistan,Asia,652230,63.0587,1.0257,1990,10694796
138.0,Albania,Europe,28748,98.8702,0.9957,1990,3295066
34.0,Algeria,Africa,2381741,18.8531,1.0164,1990,25518074
213.0,American Samoa,Oceania,199,222.4774,0.9831,1990,47818
203.0,Andorra,Europe,468,170.5641,1.01,1990,53569
42.0,Angola,Africa,1246700,28.5466,1.0315,1990,11828638
224.0,Anguilla,North America,91,174.2527,1.0066,1990,8316
201.0,Antigua and Barbuda,North America,442,212.1335,1.0058,1990,63328
33.0,Argentina,South America,2780400,16.3683,1.0052,1990,32637657
140.0,Armenia,Asia,29743,93.4831,0.9962,1990,3556539
198.0,Aruba,North America,180,591.3611,0.9991,1990,65712
55.0,Australia,Oceania,7692024,3.4032,1.0099,1990,17048003
99.0,Austria,Europe,83871,106.5877,1.002,1990,7678729
91.0,Azerbaijan,Asia,86600,119.6082,1.0044,1990,7427836
176.0,Bahamas,North America,13943,29.4043,1.0051,1990,270679
154.0,Bahrain,Asia,765,1924.4876,1.0061,1990,517418
8.0,Bangladesh,Asia,147570,1160.035,1.0108,1990,107147651
186.0,Barbados,North America,430,654.9651,1.0015,1990,258868
96.0,Belarus,Europe,207600,45.9295,0.9955,1990,10428525
81.0,Belgium,Europe,30528,381.8111,1.0038,1990,9959560
177.0,Belize,North America,22966,17.6466,1.0131,1990,182589
77.0,Benin,Africa,112622,118.5635,1.0274,1990,5133419
206.0,Bermuda,North America,54,1188.5926,1.0,1990,57470
165.0,Bhutan,Asia,38394,20.3796,1.0064,1990,558442
80.0,Bolivia,South America,1098581,11.1272,1.012,1990,7096194
137.0,Bosnia and Herz.,Europe,51209,63.1437,0.9886,1990,4494310
144.0,Botswana,Africa,582000,4.5194,1.0162,1990,1341474
7.0,Brazil,South America,8515767,25.2841,1.0046,1990,150706446
221.0,British Virgin Islands,North America,151,207.3179,1.0059,1990,15617
175.0,Brunei,Asia,5765,77.8841,1.0081,1990,261928
108.0,Bulgaria,Europe,110879,61.1654,0.9849,1990,8767778
58.0,Burkina Faso,Africa,272967,83.0641,1.0259,1990,9131361
78.0,Burundi,Africa,27834,463.0874,1.027,1990,5483793
73.0,Cambodia,Asia,181035,92.6221,1.0108,1990,8910808
53.0,Cameroon,Africa,475442,58.7128,1.0263,1990,11430520
39.0,Canada,North America,9984670,3.8513,1.0078,1990,27657204
171.0,Cape Verde,Africa,4033,147.0739,1.0089,1990,364563
205.0,Cayman Islands,North America,264,260.25,1.0084,1990,26027
117.0,Central African Rep.,Africa,622984,8.9555,1.0224,1990,2809221
69.0,Chad,Africa,1284000,13.8032,1.0316,1990,5827069
65.0,Chile,South America,756102,25.9274,1.0057,1990,13342868
1.0,China,Asia,9706961,146.8933,1.0,1990,1153704252
28.0,Colombia,South America,1141748,45.4339,1.0069,1990,32601393
163.0,Comoros,Africa,1862,449.3953,1.0184,1990,431119
223.0,Cook Islands,Oceania,236,72.0805,1.0005,1990,17123
124.0,Costa Rica,North America,51100,101.3861,1.0052,1990,3158253
130.0,Croatia,Europe,56594,71.2153,0.9927,1990,4873707
85.0,Cuba,North America,109884,102.0366,0.9961,1990,10626680
189.0,Curacao,North America,444,430.5473,1.0043,1990,155446
158.0,N. Cyprus,Europe,9251,135.2814,1.0059,1990,788500
,Cyprus,Europe,9251,135.2814,1.0059,1990,788500
88.0,Czech Rep.,Europe,78865,133.0627,0.9984,1990,10301192
115.0,Denmark,Europe,43094,136.4984,1.0048,1990,5144623
160.0,Djibouti,Africa,23200,48.3125,1.0138,1990,577173
204.0,Dominica,North America,751,96.8535,1.0045,1990,69481
84.0,Dominican Rep.,North America,48671,230.7087,1.01,1990,7129004
15.0,Dem. Rep. Congo,Africa,2344858,42.2244,1.0325,1990,35987541
67.0,Ecuador,South America,276841,65.0229,1.0114,1990,10449837
14.0,Egypt,Africa,1002450,110.7188,1.0158,1990,57214630
112.0,El Salvador,North America,21041,301.145,1.0035,1990,5367179
152.0,Eq. Guinea,Africa,28051,59.7094,1.0247,1990,465549
132.0,Eritrea,Africa,117600,31.3268,1.0176,1990,2149960
156.0,Estonia,Europe,45227,29.3201,0.998,1990,1570674
159.0,Swaziland,Africa,17364,69.2047,1.0079,1990,854011
12.0,Ethiopia,Africa,1104300,111.7268,1.0257,1990,47878073
231.0,Falkland Is.,South America,12173,0.3105,1.0043,1990,2332
209.0,Faroe Islands,Europe,1393,38.112,1.0038,1990,47479
162.0,Fiji,Oceania,18272,50.8847,1.0056,1990,780430
118.0,Finland,Europe,338424,16.3722,1.0009,1990,4986545
23.0,France,Europe,551695,117.1419,1.0015,1990,56412897
184.0,French Guiana,South America,83534,3.6459,1.0239,1990,113931
183.0,French Polynesia,Oceania,4167,73.5011,1.0074,1990,211089
146.0,Gabon,Africa,267668,8.9252,1.0204,1990,983028
142.0,Gambia,Africa,10689,253.1567,1.025,1990,1040616
131.0,Georgia,Asia,69700,53.7214,0.9964,1990,5391636
19.0,Germany,Europe,357114,233.4544,0.9995,1990,79370196
47.0,Ghana,Africa,238533,140.3406,1.0196,1990,15446982
219.0,Gibraltar,Europe,6,5441.5,0.9994,1990,27317
90.0,Greece,Europe,131990,78.68,0.9942,1990,10302255
208.0,Greenland,North America,2166086,0.0261,1.004,1990,55599
193.0,Grenada,North America,344,364.6453,1.0066,1990,99047
178.0,Guadeloupe,North America,1628,243.0909,0.9992,1990,391951
191.0,Guam,Oceania,549,312.8852,1.0073,1990,138263
68.0,Guatemala,North America,108889,163.8725,1.0134,1990,9084780
207.0,Guernsey,Europe,78,811.5513,1.0037,1990,57727
75.0,Guinea,Africa,245857,56.3716,1.0242,1990,6354145
149.0,Guinea-Bissau,Africa,36125,58.2856,1.0218,1990,973551
164.0,Guyana,South America,214969,3.7621,1.0052,1990,747116
82.0,Haiti,North America,27750,417.4773,1.012,1990,6925331
89.0,Honduras,North America,112492,92.7431,1.015,1990,5053234
104.0,Hong Kong,Asia,1104,6783.3922,0.9992,1990,5838574
94.0,Hungary,Europe,93028,107.1431,1.0265,1990,10375989
179.0,Iceland,Europe,103000,3.6204,1.0069,1990,255019
2.0,India,Asia,3287590,431.0675,1.0068,1990,870452165
4.0,Indonesia,Asia,1904569,144.6529,1.0064,1990,182159874
17.0,Iran,Asia,1648195,53.7258,1.0071,1990,55793629
35.0,Iraq,Asia,438317,101.5158,1.0221,1990,17658381
125.0,Ireland,Europe,70273,71.4799,1.0073,1990,3485374
202.0,Isle of Man,Europe,572,147.7605,1.003,1990,68865
98.0,Israel,Asia,20770,435.1617,1.0155,1990,4803254
25.0,Italy,Europe,301336,195.9191,0.9966,1990,56756561
52.0,Côte d'Ivoire,Africa,322463,87.3295,1.0248,1990,11910540
139.0,Jamaica,North America,10991,257.2447,0.9999,1990,2392030
11.0,Japan,Asia,377930,327.9753,0.9947,1990,123686321
195.0,Jersey,Europe,116,954.9828,1.0106,1990,82874
83.0,Jordan,Asia,89342,126.3221,1.0123,1990,3480587
66.0,Kazakhstan,Asia,2724900,7.1188,1.0105,1990,16866563
